Industry,Employees,Cloud_Usage,Firewall_Installed,EDR_Installed,SIEM_Installed,MFA_Enabled,DLP_Enabled,Compliance_Requirement,Main_Threat_Concern,Security_Budget,Risk_Level,Recommended_Solution
Oil & Gas,500,High,Yes,Yes,No,No,Yes,HIPAA,Cryptojacking,Very Low,Medium,Email Security Gateway
Logistics,5000,None,No,No,Yes,Yes,Yes,PCI-DSS,IoT Attack,Enterprise,High,ZTNA Solution
Finance,100,Low,No,Yes,No,No,Yes,FISMA,API Attack,Medium,Critical,Threat Intelligence Platform
Finance,2500,Low,Yes,No,Yes,Yes,No,FISMA,API Attack,Very Low,Medium,CASB
Real Estate,250,Medium,Yes,No,No,Yes,No,NIST,Phishing,Low,Low,MDR Service
Media,2500,High,Yes,No,No,Yes,Yes,NERC-CIP,Nation-State Attack,Enterprise,Critical,WAF
Education,500,Low,No,Yes,No,Yes,Yes,NERC-CIP,IoT Attack,Low,High,Ransomware Protection
Logistics,50,Medium,No,Yes,Yes,No,No,FISMA,Web Application Attack,Very Low,Medium,IAM
Hospitality,5000,Low,No,Yes,No,No,No,COBIT,Web Application Attack,High,High,DLP Solution
Government,1000,Medium,Yes,Yes,No,No,Yes,NERC-CIP,API Attack,Very Low,High,DLP Solution
Banking,2500,High,Yes,Yes,No,No,No,NERC-CIP,Ransomware,Enterprise,Critical,Vulnerability Management
Education,5000,Low,No,Yes,No,No,No,COBIT,Credential Theft,Medium,Critical,MDR Service
Retail,5000,Low,Yes,Yes,Yes,No,Yes,GDPR,Malware,Medium,High,DLP Solution
Retail,100,High,No,No,No,Yes,Yes,NERC-CIP,Nation-State Attack,Medium,High,NAC
Finance,1000,Very High,Yes,No,No,Yes,Yes,HIPAA,Privilege Escalation,Low,Critical,MDR Service
Hospitality,5000,Low,Yes,Yes,Yes,Yes,No,FISMA,OT Attack,High,High,NAC
Media,5000,None,No,Yes,Yes,No,Yes,SOX,Insider Threat,Very Low,Medium,IAM
Banking,500,Very High,Yes,No,No,No,Yes,FedRAMP,Supply Chain Attack,Low,Critical,PAM
Retail,500,None,Yes,No,No,No,No,ISO27001,IoT Attack,Enterprise,Critical,MDR Service
Government,2500,Medium,No,No,Yes,Yes,Yes,ISO27001,Shadow IT,Enterprise,Critical,SOC-as-a-Service
Energy,1000,None,Yes,No,Yes,No,Yes,HIPAA,APT,Medium,Critical,Ransomware Protection
Hospitality,100,Low,No,No,Yes,Yes,No,FISMA,Supply Chain Attack,Medium,Medium,Ransomware Protection
Banking,5000,Low,Yes,Yes,No,No,No,SOC2,Ransomware,Low,Low,DLP Solution
Oil & Gas,50,None,No,Yes,No,No,No,ISO27001,Web Application Attack,Very Low,Low,DLP Solution
Government,5000,Medium,No,No,No,No,No,IEC62443,Insider Threat,Medium,Low,Threat Intelligence Platform
Energy,1000,None,No,No,Yes,No,No,SOC2,Insider Threat,Enterprise,Critical,XDR Platform
Technology,100,None,No,Yes,No,Yes,No,NIST,Ransomware,Very Low,Medium,Threat Intelligence Platform
Finance,2500,Very High,No,Yes,Yes,Yes,No,CCPA,Data Breach,Very Low,Medium,Cloud Security Platform
Oil & Gas,50,Low,Yes,No,No,No,No,NERC-CIP,Data Breach,High,Low,Ransomware Protection
Media,50,None,Yes,Yes,Yes,Yes,Yes,NIST,Privilege Escalation,High,Critical,XDR Platform
Finance,100,None,Yes,No,Yes,Yes,No,NIST,Phishing,High,Low,SIEM Solution
Manufacturing,10000,High,Yes,No,Yes,Yes,No,SOX,Credential Theft,High,Critical,Threat Intelligence Platform
Finance,500,High,Yes,No,Yes,Yes,No,PCI-DSS,Insider Threat,Very Low,Low,Vulnerability Management
Telecommunications,10000,Low,No,No,No,Yes,No,ISO27001,Ransomware,High,High,Email Security Gateway
Hospitality,100,Medium,Yes,No,Yes,Yes,No,CMMC,Ransomware,Enterprise,Critical,CASB
Real Estate,50,Very High,No,No,Yes,No,Yes,HITRUST,Business Email Compromise,Medium,Critical,XDR Platform
Government,5000,None,Yes,Yes,Yes,Yes,No,IEC62443,Privilege Escalation,High,High,NAC
Telecommunications,1000,Low,No,No,Yes,Yes,No,GDPR,OT Attack,High,Low,Ransomware Protection
Energy,250,Medium,No,No,Yes,Yes,Yes,NERC-CIP,Business Email Compromise,Medium,High,ZTNA Solution
Education,250,High,Yes,Yes,No,No,No,SOC2,Credential Theft,Very Low,Medium,ZTNA Solution
Oil & Gas,1000,None,No,No,No,Yes,No,FISMA,Shadow IT,Medium,High,Vulnerability Management
Manufacturing,2500,Very High,Yes,Yes,No,Yes,Yes,FedRAMP,Malware,Low,High,MDR Service
Transportation,100,Low,No,Yes,Yes,No,No,NERC-CIP,Cryptojacking,Low,Medium,Vulnerability Management
Healthcare,250,None,Yes,Yes,Yes,Yes,Yes,ISO27001,API Attack,Enterprise,High,Data Encryption Platform
Telecommunications,1000,Very High,Yes,No,Yes,No,No,SOC2,Business Email Compromise,Low,Critical,NAC
Energy,5000,None,No,Yes,No,No,No,PCI-DSS,Web Application Attack,Medium,Medium,PAM
Defense,1000,None,No,No,Yes,Yes,Yes,NERC-CIP,Data Breach,Low,Critical,Threat Intelligence Platform
Real Estate,50,Medium,Yes,Yes,No,No,Yes,GDPR,APT,Low,Critical,SIEM Solution
Retail,100,Low,No,No,No,Yes,Yes,PCI-DSS,Shadow IT,Very Low,Low,Attack Surface Management
Energy,10000,High,No,No,No,Yes,Yes,COBIT,DDoS,Medium,Critical,ZTNA Solution
Energy,50,None,No,No,No,No,Yes,IEC62443,Cryptojacking,Enterprise,High,Cloud Security Platform
E-Commerce,250,Very High,No,Yes,Yes,Yes,Yes,IEC62443,Nation-State Attack,Medium,Medium,SOC-as-a-Service
Hospitality,500,High,No,Yes,No,Yes,No,PCI-DSS,Insider Threat,Low,High,Security Awareness Training
Energy,5000,Low,No,No,No,Yes,No,NERC-CIP,Cloud Security,High,Medium,Threat Intelligence Platform
Energy,500,High,Yes,No,Yes,Yes,No,FISMA,OT Attack,Very Low,Critical,PAM
Retail,50,Low,Yes,Yes,No,No,Yes,CMMC,Business Email Compromise,Medium,Medium,Email Security Gateway
Retail,5000,None,Yes,No,Yes,Yes,Yes,IEC62443,Nation-State Attack,High,Critical,SIEM Solution
Hospitality,10000,High,Yes,No,Yes,Yes,Yes,SOC2,Cloud Security,High,High,Vulnerability Management
Defense,500,Low,Yes,No,No,No,No,FedRAMP,Web Application Attack,High,Medium,SIEM Solution
Logistics,10000,High,Yes,Yes,Yes,No,Yes,NIST,Ransomware,Medium,Low,DLP Solution
Energy,500,Medium,No,No,Yes,Yes,No,CCPA,Phishing,Very Low,High,NAC
E-Commerce,1000,Very High,Yes,Yes,No,Yes,No,CMMC,Privilege Escalation,Medium,Medium,XDR Platform
Real Estate,100,Very High,Yes,No,No,Yes,No,ISO27001,Business Email Compromise,Enterprise,Low,SOC-as-a-Service
Transportation,10000,Very High,Yes,No,No,No,No,FedRAMP,Cloud Security,Low,Low,NAC
Finance,500,Very High,No,Yes,No,No,No,HIPAA,IoT Attack,Enterprise,Low,Attack Surface Management
Education,1000,None,No,No,No,No,No,GDPR,Ransomware,Very Low,High,Data Encryption Platform
Real Estate,50,High,Yes,No,No,No,Yes,CCPA,Zero-Day Exploit,High,Critical,PAM
Energy,50,Very High,Yes,Yes,No,Yes,No,FISMA,API Attack,Very Low,High,XDR Platform
Education,100,Medium,No,Yes,Yes,Yes,Yes,COBIT,Web Application Attack,Very Low,High,SOC-as-a-Service
Real Estate,100,High,No,Yes,Yes,Yes,No,NIST,Cloud Security,Enterprise,Medium,Threat Intelligence Platform
Pharmaceutical,250,Medium,Yes,No,Yes,No,Yes,NIST,Credential Theft,High,Low,WAF
Telecommunications,1000,Medium,Yes,No,Yes,No,Yes,CMMC,Cloud Security,Low,Critical,Data Encryption Platform
Oil & Gas,2500,Medium,No,No,No,No,No,GDPR,Nation-State Attack,Very Low,Medium,Security Awareness Training
Retail,2500,High,No,Yes,No,No,No,FedRAMP,DDoS,Low,High,SIEM Solution
Insurance,2500,Medium,No,Yes,Yes,No,Yes,PCI-DSS,Cryptojacking,Medium,Low,XDR Platform
Finance,5000,Very High,No,No,No,No,No,SOX,Supply Chain Attack,High,Critical,Email Security Gateway
Finance,100,Medium,Yes,No,No,No,No,FISMA,Privilege Escalation,High,Medium,CASB
Hospitality,2500,High,Yes,No,Yes,Yes,Yes,SOX,Credential Theft,Enterprise,Critical,EDR Platform
Energy,1000,Low,Yes,Yes,Yes,Yes,No,NERC-CIP,Shadow IT,Enterprise,Critical,CASB
Telecommunications,100,None,No,No,Yes,Yes,Yes,NIST,API Attack,Very Low,High,DLP Solution
Pharmaceutical,5000,Low,No,No,No,No,No,PCI-DSS,Supply Chain Attack,Enterprise,Medium,EDR Platform
Hospitality,500,Very High,Yes,Yes,Yes,Yes,Yes,ISO27001,API Attack,Enterprise,Critical,Data Encryption Platform
Pharmaceutical,500,None,Yes,No,No,Yes,No,FedRAMP,Shadow IT,Very Low,Critical,NAC
Education,500,Low,No,Yes,No,No,No,SOX,Data Breach,Enterprise,Medium,DLP Solution
Transportation,50,Very High,Yes,No,No,No,Yes,FedRAMP,Zero-Day Exploit,High,Medium,DLP Solution
Pharmaceutical,50,None,No,No,Yes,No,No,CCPA,Privilege Escalation,Medium,High,CASB
Finance,1000,Very High,No,Yes,Yes,Yes,No,FedRAMP,Malware,Enterprise,Medium,NAC
E-Commerce,1000,Medium,No,Yes,Yes,Yes,No,SOC2,IoT Attack,Low,Medium,SOC-as-a-Service
Banking,5000,Medium,Yes,No,No,No,Yes,ISO27001,Credential Theft,Medium,Medium,EDR Platform
Logistics,250,High,Yes,Yes,Yes,Yes,No,ISO27001,Cryptojacking,Very Low,Medium,MDR Service
Banking,2500,Low,Yes,No,Yes,No,Yes,PCI-DSS,Data Breach,High,Critical,Ransomware Protection
Hospitality,10000,High,Yes,No,No,No,No,CMMC,Malware,Enterprise,Low,Data Encryption Platform
Pharmaceutical,50,None,No,No,Yes,Yes,No,HIPAA,Data Breach,Very Low,Medium,WAF
Defense,50,Very High,Yes,No,Yes,Yes,Yes,COBIT,Cloud Security,Very Low,High,CASB
Media,100,Medium,Yes,No,Yes,No,No,HIPAA,Web Application Attack,Medium,Medium,Cloud Security Platform
Pharmaceutical,2500,None,Yes,Yes,No,Yes,No,GDPR,Cloud Security,Enterprise,Medium,EDR Platform
Logistics,100,Medium,Yes,Yes,Yes,Yes,Yes,NIST,Supply Chain Attack,High,Medium,Ransomware Protection
Technology,500,Low,Yes,Yes,No,No,No,FISMA,Web Application Attack,High,Medium,NAC
Finance,1000,Low,Yes,No,No,Yes,No,ISO27001,Phishing,Medium,Low,MDR Service
Logistics,1000,None,Yes,Yes,Yes,Yes,Yes,ISO27001,Web Application Attack,High,High,Email Security Gateway
Defense,5000,Very High,Yes,No,Yes,Yes,No,SOC2,Privilege Escalation,Enterprise,Critical,DLP Solution
Oil & Gas,100,Very High,Yes,No,No,Yes,No,FedRAMP,API Attack,Medium,High,MDR Service
Hospitality,5000,None,Yes,No,Yes,No,Yes,ISO27001,Web Application Attack,Low,Medium,Cloud Security Platform
Banking,50,Very High,No,No,Yes,Yes,Yes,SOX,Cloud Security,High,Critical,MDR Service
Education,2500,Very High,Yes,Yes,Yes,Yes,No,SOC2,APT,Medium,Low,Threat Intelligence Platform
Energy,5000,None,No,Yes,No,Yes,Yes,FedRAMP,OT Attack,Medium,Low,IAM
Hospitality,1000,Medium,No,Yes,No,Yes,No,SOC2,APT,Low,Critical,WAF
Government,10000,Very High,Yes,Yes,Yes,No,No,FedRAMP,IoT Attack,High,Critical,SOC-as-a-Service
Manufacturing,10000,None,No,No,Yes,Yes,Yes,FedRAMP,Nation-State Attack,Low,Low,IAM
Oil & Gas,10000,Very High,Yes,No,Yes,No,No,PCI-DSS,Nation-State Attack,Low,Critical,XDR Platform
Healthcare,5000,None,No,Yes,No,No,Yes,COBIT,Credential Theft,Low,High,Security Awareness Training
Energy,50,Low,Yes,Yes,Yes,No,No,ISO27001,Cryptojacking,Medium,High,Email Security Gateway
Transportation,250,Low,Yes,No,No,No,Yes,SOX,Cryptojacking,High,Low,IAM
Pharmaceutical,1000,Very High,Yes,Yes,No,Yes,Yes,CMMC,API Attack,High,Critical,Data Encryption Platform
Finance,50,High,Yes,Yes,No,Yes,No,NIST,Zero-Day Exploit,High,Critical,Cloud Security Platform
Insurance,5000,High,No,Yes,Yes,Yes,No,NERC-CIP,Supply Chain Attack,Medium,Critical,Vulnerability Management
Telecommunications,2500,None,No,Yes,No,No,No,GDPR,Ransomware,Low,Low,IAM
Government,10000,Very High,Yes,No,Yes,Yes,No,ISO27001,Phishing,Enterprise,Medium,Data Encryption Platform
Pharmaceutical,10000,Medium,Yes,Yes,Yes,Yes,Yes,CCPA,Phishing,Very Low,Low,Attack Surface Management
Energy,250,Very High,Yes,Yes,Yes,Yes,Yes,IEC62443,Shadow IT,Enterprise,Critical,Email Security Gateway
Healthcare,500,Low,Yes,Yes,Yes,Yes,No,ISO27001,Credential Theft,High,High,MDR Service
Banking,100,None,No,Yes,Yes,Yes,Yes,ISO27001,Zero-Day Exploit,Medium,Medium,Security Awareness Training
Technology,1000,High,Yes,No,No,Yes,No,CCPA,Web Application Attack,Very Low,Critical,Security Awareness Training
Banking,500,Very High,No,Yes,No,No,No,NIST,Shadow IT,High,High,Threat Intelligence Platform
Oil & Gas,10000,None,Yes,No,Yes,Yes,Yes,PCI-DSS,Shadow IT,High,High,IAM
Pharmaceutical,250,High,No,No,Yes,No,No,ISO27001,API Attack,Medium,Medium,PAM
Technology,1000,None,No,No,Yes,No,No,CCPA,Shadow IT,Very Low,Critical,MDR Service
Pharmaceutical,100,Medium,Yes,No,No,Yes,No,PCI-DSS,DDoS,Low,High,Email Security Gateway
Finance,5000,None,Yes,No,Yes,No,Yes,ISO27001,Data Breach,Very Low,High,Vulnerability Management
Hospitality,100,None,Yes,Yes,Yes,No,No,ISO27001,Nation-State Attack,High,Medium,SIEM Solution
Education,10000,None,No,Yes,Yes,Yes,Yes,IEC62443,Insider Threat,Enterprise,High,DLP Solution
Government,10000,Very High,Yes,No,No,No,No,PCI-DSS,Ransomware,Enterprise,Critical,Attack Surface Management
Media,500,Low,Yes,No,No,Yes,Yes,IEC62443,Ransomware,Enterprise,Critical,WAF
Pharmaceutical,10000,Low,No,Yes,No,Yes,Yes,NERC-CIP,Business Email Compromise,Enterprise,Critical,WAF
Media,10000,Low,Yes,No,Yes,No,Yes,HIPAA,IoT Attack,Low,Critical,WAF
E-Commerce,2500,Medium,Yes,No,No,No,Yes,CCPA,Cryptojacking,Low,Medium,ZTNA Solution
Telecommunications,250,Low,Yes,No,Yes,Yes,Yes,FISMA,DDoS,High,Critical,Security Awareness Training
Oil & Gas,2500,Medium,Yes,No,No,Yes,Yes,CCPA,Zero-Day Exploit,Medium,Critical,ZTNA Solution
Insurance,500,Medium,No,Yes,No,No,Yes,IEC62443,Business Email Compromise,Very Low,Critical,Ransomware Protection
Oil & Gas,100,Medium,No,Yes,No,Yes,Yes,FedRAMP,IoT Attack,High,Low,Vulnerability Management
Education,500,None,Yes,Yes,No,Yes,No,NERC-CIP,OT Attack,Low,High,IAM
Finance,2500,Medium,Yes,No,Yes,Yes,No,HIPAA,Nation-State Attack,High,Critical,XDR Platform
Banking,5000,None,No,Yes,No,Yes,No,NERC-CIP,Nation-State Attack,Medium,High,SIEM Solution
Pharmaceutical,1000,None,No,Yes,Yes,Yes,No,CCPA,Cryptojacking,Low,High,Ransomware Protection
Energy,250,Very High,Yes,Yes,No,Yes,No,HITRUST,Privilege Escalation,Very Low,High,Security Awareness Training
Transportation,10000,None,Yes,Yes,No,Yes,No,IEC62443,Insider Threat,Enterprise,Critical,PAM
Technology,100,Very High,Yes,Yes,Yes,No,Yes,PCI-DSS,Nation-State Attack,Enterprise,Critical,Email Security Gateway
Government,2500,Low,No,Yes,Yes,Yes,No,CCPA,Phishing,Enterprise,Low,Cloud Security Platform
Government,100,High,No,No,No,Yes,No,CMMC,Phishing,Medium,Low,PAM
Retail,1000,High,No,No,No,Yes,Yes,NERC-CIP,Nation-State Attack,High,Medium,NAC
E-Commerce,2500,High,Yes,Yes,No,No,Yes,FISMA,DDoS,Low,Low,NAC
Oil & Gas,2500,Low,Yes,No,No,No,Yes,HITRUST,Phishing,Low,High,Vulnerability Management
E-Commerce,10000,Medium,No,No,No,Yes,Yes,FISMA,Nation-State Attack,Enterprise,Critical,IAM
Government,5000,None,Yes,No,Yes,Yes,No,HIPAA,Cryptojacking,High,Medium,ZTNA Solution
Energy,50,Medium,Yes,Yes,Yes,No,No,ISO27001,Privilege Escalation,High,Critical,Security Awareness Training
Finance,2500,Low,No,No,No,Yes,No,FedRAMP,DDoS,Enterprise,Critical,Security Awareness Training
Hospitality,50,Very High,Yes,No,No,Yes,No,PCI-DSS,Privilege Escalation,Very Low,Low,Ransomware Protection
E-Commerce,2500,High,Yes,Yes,No,No,Yes,SOX,Data Breach,High,Medium,MDR Service
Healthcare,2500,High,No,No,Yes,No,Yes,HIPAA,Cryptojacking,High,High,Security Awareness Training
Hospitality,100,None,No,No,No,No,No,HITRUST,Cryptojacking,Enterprise,Low,Ransomware Protection
Oil & Gas,500,Medium,No,Yes,Yes,No,Yes,HIPAA,Malware,High,Medium,MDR Service
Insurance,5000,Medium,Yes,No,No,Yes,Yes,SOX,Supply Chain Attack,Low,High,EDR Platform
Banking,2500,High,No,Yes,Yes,No,No,NERC-CIP,DDoS,Very Low,Critical,IAM
Logistics,1000,Very High,No,No,No,Yes,Yes,CMMC,Nation-State Attack,Medium,Medium,Cloud Security Platform
Government,5000,Medium,Yes,Yes,Yes,No,Yes,COBIT,API Attack,Enterprise,Low,CASB
Energy,10000,Low,No,Yes,Yes,No,Yes,PCI-DSS,DDoS,Low,High,EDR Platform
Energy,100,None,Yes,No,No,Yes,Yes,COBIT,Cloud Security,Very Low,High,Attack Surface Management
Oil & Gas,10000,Low,No,No,No,No,No,GDPR,IoT Attack,High,Medium,CASB
Transportation,2500,Low,Yes,No,Yes,No,No,PCI-DSS,IoT Attack,Medium,Critical,Threat Intelligence Platform
Media,1000,Low,No,No,Yes,Yes,Yes,FISMA,Shadow IT,Very Low,Medium,Email Security Gateway
Technology,100,High,Yes,Yes,No,Yes,Yes,CMMC,DDoS,Low,Low,Ransomware Protection
Logistics,50,Very High,No,Yes,Yes,Yes,No,HIPAA,Cloud Security,Low,Medium,Email Security Gateway
Pharmaceutical,500,Medium,No,Yes,No,Yes,Yes,IEC62443,Credential Theft,High,High,NAC
Transportation,250,None,No,Yes,No,Yes,No,COBIT,Cryptojacking,Medium,High,Ransomware Protection
Energy,50,None,Yes,Yes,Yes,No,Yes,ISO27001,APT,Very Low,High,ZTNA Solution
Defense,10000,Low,No,No,No,No,Yes,COBIT,Web Application Attack,Low,Low,SIEM Solution
Hospitality,250,Medium,No,Yes,No,No,No,IEC62443,Insider Threat,Medium,Critical,Threat Intelligence Platform
Hospitality,100,None,No,No,Yes,No,No,SOC2,Phishing,Low,High,CASB
Media,250,Medium,Yes,Yes,Yes,No,Yes,FISMA,DDoS,Enterprise,Medium,PAM
Banking,10000,Very High,Yes,Yes,No,No,Yes,COBIT,Data Breach,Enterprise,Critical,WAF
Pharmaceutical,100,Low,Yes,No,Yes,No,Yes,SOX,Web Application Attack,Very Low,Low,EDR Platform
Pharmaceutical,50,None,No,Yes,No,Yes,No,CMMC,DDoS,Low,Critical,Vulnerability Management
Media,500,Medium,Yes,No,No,No,No,FISMA,DDoS,Medium,High,PAM
Education,100,High,Yes,Yes,Yes,Yes,Yes,HITRUST,Business Email Compromise,Very Low,Low,Cloud Security Platform
Finance,100,Medium,No,Yes,Yes,No,No,IEC62443,Ransomware,Medium,Critical,SOC-as-a-Service
Pharmaceutical,250,High,Yes,Yes,No,No,Yes,GDPR,Business Email Compromise,Low,High,XDR Platform
Defense,100,High,Yes,Yes,Yes,No,No,NIST,APT,Enterprise,Medium,ZTNA Solution
Technology,100,None,Yes,Yes,Yes,No,No,IEC62443,APT,Medium,High,NAC
Government,2500,None,Yes,Yes,No,No,Yes,COBIT,API Attack,Low,Medium,Ransomware Protection
Transportation,5000,None,No,No,Yes,No,Yes,CCPA,Data Breach,Medium,Critical,MDR Service
Hospitality,5000,Very High,Yes,No,Yes,Yes,No,NIST,DDoS,Medium,High,Threat Intelligence Platform
Technology,5000,Very High,No,Yes,No,No,Yes,ISO27001,Data Breach,Very Low,Medium,SOC-as-a-Service
Insurance,250,Medium,No,No,Yes,Yes,No,CCPA,Malware,High,Medium,EDR Platform
Defense,500,Very High,No,Yes,Yes,No,No,IEC62443,Data Breach,Medium,Critical,WAF
Pharmaceutical,250,Low,No,No,No,No,No,GDPR,APT,Very Low,High,PAM
Manufacturing,250,High,Yes,No,Yes,No,Yes,ISO27001,Insider Threat,High,Critical,Data Encryption Platform
Real Estate,500,Very High,No,Yes,No,Yes,No,CCPA,Cryptojacking,Low,Medium,Email Security Gateway
Real Estate,5000,High,Yes,No,Yes,No,No,CMMC,Cryptojacking,Low,Critical,PAM
Pharmaceutical,50,Low,No,No,Yes,No,No,PCI-DSS,Malware,Very Low,Medium,Security Awareness Training
Government,100,Very High,No,Yes,Yes,No,Yes,FISMA,OT Attack,Medium,High,Vulnerability Management
Government,50,Low,No,Yes,Yes,Yes,No,SOX,APT,Very Low,Critical,IAM
Media,10000,Low,No,Yes,No,No,No,HITRUST,Credential Theft,Low,Critical,Ransomware Protection
Oil & Gas,50,Medium,Yes,No,Yes,Yes,No,NERC-CIP,Cloud Security,Very Low,Critical,DLP Solution
Transportation,5000,High,No,Yes,No,Yes,Yes,HIPAA,DDoS,Very Low,Low,SOC-as-a-Service
Insurance,5000,High,Yes,Yes,No,No,Yes,NIST,API Attack,Very Low,Low,Cloud Security Platform
Real Estate,5000,Medium,Yes,No,Yes,Yes,No,COBIT,Insider Threat,High,High,ZTNA Solution
Education,10000,Medium,Yes,Yes,Yes,No,No,ISO27001,Zero-Day Exploit,Very Low,Medium,Security Awareness Training
Education,250,None,No,No,No,Yes,No,CCPA,Web Application Attack,Medium,Medium,CASB
Media,2500,Low,Yes,No,Yes,Yes,No,ISO27001,Credential Theft,Low,Low,DLP Solution
Pharmaceutical,500,Medium,No,No,No,No,Yes,PCI-DSS,DDoS,High,Medium,ZTNA Solution
Technology,1000,Low,Yes,Yes,Yes,No,No,CMMC,Cloud Security,Very Low,Low,Security Awareness Training
Real Estate,5000,High,No,No,No,No,Yes,FedRAMP,Data Breach,High,Medium,Data Encryption Platform
Insurance,50,None,Yes,No,No,Yes,No,PCI-DSS,Malware,Very Low,Low,Threat Intelligence Platform
Finance,250,Medium,No,No,Yes,Yes,No,FedRAMP,APT,Enterprise,Critical,XDR Platform
Media,500,High,No,Yes,Yes,Yes,Yes,FedRAMP,Web Application Attack,High,Critical,Data Encryption Platform
Education,250,High,Yes,No,No,No,No,SOC2,Nation-State Attack,Enterprise,Medium,CASB
Hospitality,2500,Very High,Yes,No,Yes,No,No,NERC-CIP,Insider Threat,High,Low,CASB
Pharmaceutical,10000,Very High,No,Yes,Yes,No,No,FISMA,Phishing,Very Low,Critical,IAM
Telecommunications,50,None,Yes,Yes,Yes,No,Yes,CMMC,Zero-Day Exploit,Enterprise,Low,MDR Service
Manufacturing,2500,None,No,Yes,Yes,No,Yes,PCI-DSS,DDoS,High,Low,Security Awareness Training
Real Estate,250,Medium,Yes,Yes,Yes,No,No,GDPR,DDoS,Low,Critical,SOC-as-a-Service
Media,1000,Very High,Yes,No,No,Yes,Yes,COBIT,Phishing,Enterprise,Critical,ZTNA Solution
Real Estate,10000,Very High,No,No,Yes,No,No,FISMA,Web Application Attack,Low,Critical,XDR Platform
Hospitality,100,High,No,Yes,No,No,No,NIST,Privilege Escalation,Low,Medium,MDR Service
Defense,500,None,Yes,No,No,Yes,No,SOC2,Insider Threat,Enterprise,Critical,EDR Platform
Finance,500,Very High,Yes,Yes,Yes,Yes,Yes,ISO27001,API Attack,Very Low,Critical,NAC
Healthcare,5000,High,Yes,No,Yes,Yes,No,FISMA,Zero-Day Exploit,Medium,High,EDR Platform
Media,500,Medium,No,Yes,Yes,Yes,No,IEC62443,Cloud Security,Enterprise,Low,XDR Platform
Healthcare,500,Low,Yes,Yes,Yes,No,No,FISMA,OT Attack,High,High,IAM
Transportation,250,None,No,Yes,Yes,No,No,FISMA,Privilege Escalation,Medium,Critical,Threat Intelligence Platform
Real Estate,5000,Low,Yes,Yes,No,No,No,FISMA,OT Attack,Medium,High,Threat Intelligence Platform
Pharmaceutical,2500,Very High,Yes,No,No,Yes,No,FedRAMP,Cryptojacking,Enterprise,Critical,WAF
Healthcare,100,Medium,No,No,No,Yes,Yes,FedRAMP,Cryptojacking,Medium,Critical,Email Security Gateway
Pharmaceutical,100,Medium,Yes,No,No,No,No,CMMC,Cryptojacking,Very Low,Medium,PAM
Healthcare,10000,Low,No,Yes,No,Yes,Yes,IEC62443,Malware,Enterprise,Critical,DLP Solution
Media,2500,High,Yes,No,Yes,Yes,Yes,HIPAA,Cryptojacking,Medium,Medium,PAM
Hospitality,1000,Very High,Yes,No,No,Yes,Yes,CMMC,Cryptojacking,Enterprise,Critical,SOC-as-a-Service
Pharmaceutical,10000,Low,No,No,No,Yes,No,ISO27001,Credential Theft,Medium,High,MDR Service
Oil & Gas,100,None,No,Yes,No,Yes,No,HITRUST,Zero-Day Exploit,Very Low,Medium,SIEM Solution
Logistics,10000,None,No,No,No,Yes,No,NERC-CIP,Malware,Medium,High,Security Awareness Training
Pharmaceutical,2500,None,No,Yes,No,Yes,Yes,GDPR,Insider Threat,Medium,Low,Security Awareness Training
Government,1000,None,Yes,No,Yes,Yes,Yes,IEC62443,Cloud Security,Low,Medium,DLP Solution
Transportation,50,Low,No,No,Yes,Yes,Yes,CCPA,Phishing,Very Low,Critical,PAM
Manufacturing,250,Very High,Yes,No,No,Yes,Yes,HITRUST,Malware,Low,High,ZTNA Solution
Defense,10000,High,Yes,No,No,Yes,Yes,COBIT,Insider Threat,Enterprise,Medium,EDR Platform
Media,10000,High,Yes,No,No,Yes,Yes,CCPA,OT Attack,Very Low,Critical,Security Awareness Training
Technology,5000,High,No,No,Yes,No,Yes,CMMC,IoT Attack,Enterprise,High,IAM
Technology,250,Low,Yes,No,Yes,Yes,No,SOX,APT,Enterprise,Medium,Security Awareness Training
